,Unnamed: 0,CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change,No_of_Reassignments_sum,Handle_Time_hrs_sum
17827,10808,SBA000462,application,Server Based Application,WBS000073,IM0010979,Closed,4,4,4.0,0.906151091,incident,KM0001455,closed,0.0,5/11/2023 13:40,,5/11/2023 16:38,5/11/2023 16:38,"2,95,33,33,333",Software,1.0,SD0030606,,1.0,C00003013,0,496
17828,10815,SBA000462,application,Server Based Application,WBS000073,IM0010986,Closed,4,4,4.0,0.50640366,incident,KM0002042,closed,0.0,5/11/2023 14:17,,5/11/2023 15:43,5/11/2023 15:43,"1,44,69,44,444",Software,1.0,SD0030857,,1.0,C00003013,0,602
17841,10801,SBA000462,application,Server Based Application,WBS000073,IM0010971,Closed,4,4,4.0,0.7049807,incident,KM0001363,closed,2.0,5/11/2023 13:18,,5/11/2023 16:35,5/11/2023 16:35,"3,28,47,22,222",Software,1.0,SD0030584,,1.0,C00003013,0,322
17848,10779,SBA000462,application,Server Based Application,WBS000073,IM0010949,Closed,4,4,4.0,0.990389732,incident,KM0001363,closed,0.0,5/11/2023 11:33,,5/11/2023 16:32,5/11/2023 16:32,"4,98,55,55,556",Software,1.0,SD0030284,,1.0,C00003013,0,768
17858,10659,SBA000462,application,Server Based Application,WBS000073,IM0010829,Closed,4,4,4.0,0.047664188,incident,KM0001363,closed,0.0,5/11/2023 9:44,,5/11/2023 16:07,5/11/2023 16:07,"6,38,58,33,333",Software,1.0,SD0030119,,1.0,C00003013,0,468
18184,10268,SBA000462,application,Server Based Application,WBS000073,IM0010438,Closed,4,4,4.0,0.095738307,incident,KM0001455,closed,0.0,4/11/2023 12:13,,5/11/2023 15:26,5/11/2023 15:26,"1,37,175",Software,1.0,SD0029156,,1.0,C00003013,0,213
18411,21262,SBA000531,application,Server Based Application,WBS000108,IM0021496,Closed,5,5,5.0,0.125222722,incident,KM0000533,closed,0.0,13-12-2023 10:35,,19-12-2023 09:44,19-12-2023 09:45,"4,11,64,44,444",Software,1.0,SD0063379,,1.0,C00009563,0,567
18434,18064,SBA000464,application,Server Based Application,WBS000073,IM0018288,Closed,4,4,4.0,0.026571658,incident,KM0001314,closed,0.0,2/12/2023 12:46,,,3/12/2023 9:55,"7,65,94,44,444",Software,1.0,SD0052985,,1.0,C00007098,0,654
18438,17992,SBA000464,application,Server Based Application,WBS000073,IM0018215,Closed,4,4,4.0,0.639847361,incident,KM0001314,closed,0.0,2/12/2023 11:43,,,3/12/2023 9:55,"8,70,36,11,111",Software,1.0,SD0052813,,1.0,C00007098,0,236
18660,13932,SUB000113,subapplication,Server Based Application,WBS000095,IM0014130,Closed,3,3,3.0,0.215389661,incident,KM0001545,closed,0.0,16-11-2023 14:10,,16-11-2023 14:40,16-11-2023 14:40,0,Other,1.0,SD0040243,,1.0,C00000829,0,0
18665,13928,SUB000113,subapplication,Server Based Application,WBS000095,IM0014126,Closed,4,4,4.0,0.557328128,incident,KM0000223,closed,0.0,16-11-2023 11:08,,16-11-2023 14:34,16-11-2023 14:35,0,No error - works as designed,1.0,SD0040237,,1.0,C00000829,0,0
18673,13930,SUB000113,subapplication,Server Based Application,WBS000095,IM0014128,Closed,NS,3,,0.043044859,incident,KM0001545,closed,0.0,16-11-2023 13:43,,16-11-2023 14:37,16-11-2023 14:38,0,No error - works as designed,1.0,SD0040241,,1.0,C00000829,0,0
19106,13777,SUB000310,subapplication,Server Based Application,WBS000076,IM0013973,Closed,5,5,5.0,0.771117765,request for information,KM0000884,closed,0.0,15-11-2023 11:55,,15-11-2023 14:06,15-11-2023 14:12,"2,28,47,22,222",No error - works as designed,1.0,SD0039724,,1.0,C00000816,0,321
19128,38155,SUB000310,subapplication,Server Based Application,WBS000076,IM0038473,Closed,5,5,5.0,0.467763435,request for information,KM0000882,closed,0.0,20-02-2024 13:22,,22-02-2024 13:27,22-02-2024 13:29,"1,51,25,83,333",Other,1.0,SD0117247,,1.0,C00012547,0,493
19136,7347,SUB000389,subapplication,Server Based Application,WBS000250,IM0007504,Closed,3,3,3.0,0.963932054,incident,KM0002071,closed,0.0,23-10-2023 07:59,,23-10-2023 13:28,23-10-2023 13:29,"5,49,22,22,222",Software,1.0,SD0019607,,1.0,C00001455,0,320
19139,6220,SUB000310,subapplication,Server Based Application,WBS000076,IM0006367,Closed,5,5,5.0,0.149009275,request for information,KM0000882,closed,0.0,17-10-2023 12:45,,21-10-2023 11:04,21-10-2023 11:04,"1,93,16,11,111",No error - works as designed,1.0,SD0016023,,1.0,C00002804,0,232
19156,46109,SUB000417,subapplication,Server Based Application,WBS000073,IM0046548,Closed,4,4,4.0,0.424200235,incident,KM0001906,closed,0.0,27-03-2024 16:04,,28-03-2024 15:59,28-03-2024 15:59,"1,04,18,05,556",Operator error,1.0,SD0144922,,1.0,C00017594,0,584
19163,22391,SUB000310,subapplication,Server Based Application,WBS000076,IM0022631,Closed,5,5,5.0,0.410628446,request for information,KM0000882,closed,0.0,18-12-2023 15:07,,19-12-2023 11:07,19-12-2023 11:08,"6,53,11,11,111",Other,1.0,SD0067391,,1.0,C00009656,0,192
19164,13720,SUB000310,subapplication,Server Based Application,WBS000076,IM0013915,Closed,5,5,5.0,0.789887088,request for information,KM0000883,closed,1.0,15-11-2023 10:09,,17-11-2023 10:31,17-11-2023 10:32,"78,475",No error - works as designed,1.0,SD0039532,,1.0,C00000628,0,553
19167,13486,SUB000310,subapplication,Server Based Application,WBS000076,IM0013681,Closed,5,5,5.0,0.396934871,request for information,KM0000884,closed,0.0,15-11-2023 11:41,,15-11-2023 14:00,15-11-2023 14:01,"2,33,77,77,778",No error - works as designed,1.0,SD0039494,,1.0,C00000816,0,967
19242,23400,SUB000149,subapplication,Server Based Application,WBS000162,IM0023647,Closed,NS,3,,0.159899668,incident,KM0000554,closed,1.0,23-12-2023 13:10,,23-12-2023 15:04,23-12-2023 15:05,"1,92,91,66,667",Software,1.0,SD0070470,,1.0,C00009947,0,917
19251,9587,SUB000149,subapplication,Server Based Application,WBS000162,IM0009752,Closed,4,4,4.0,0.289215717,incident,KM0000554,closed,4.0,31-10-2023 14:18,,4/11/2023 9:53,4/11/2023 9:54,"1,65,98,33,333",Other,1.0,SD0026964,,1.0,C00004994,0,530
19254,4588,SUB000161,subapplication,Server Based Application,WBS000090,IM0004717,Closed,4,4,4.0,0.729310257,incident,KM0001596,closed,0.0,11/10/2023 12:59,,11/10/2023 14:39,11/10/2023 14:42,"1,71",Other,1.0,SD0011620,,1.0,C00003040,0,72
19262,38375,SUB000310,subapplication,Server Based Application,WBS000076,IM0038696,Closed,5,5,5.0,0.693193824,request for information,KM0000882,closed,0.0,21-02-2024 09:29,,22-02-2024 17:12,22-02-2024 17:12,"8,51",Other,1.0,SD0117935,,1.0,C00012547,0,59
19282,43967,SUB000113,subapplication,Server Based Application,WBS000095,IM0044361,Closed,4,4,4.0,0.594715806,incident,KM0001545,closed,4.0,18-03-2024 12:47,,20-03-2024 14:58,20-03-2024 14:58,"23,19",Data,1.0,SD0136643,,1.0,C00017553,0,42
19300,34301,SUB000282,subapplication,Server Based Application,WBS000295,IM0034604,Closed,1,1,1.0,0.014411679,incident,KM0001508,closed,0.0,6/2/2024 9:40,12/2/2024 12:00,12/2/2024 12:01,12/2/2024 12:01,"3,02,66,11,111",Hardware,1.0,SD0104939,1.0,1.0,C00013982,0,193
19301,41197,SUB000282,subapplication,Server Based Application,WBS000295,IM0041546,Closed,2,2,2.0,0.577983256,incident,KM0001508,closed,0.0,6/3/2024 8:25,,6/3/2024 9:07,6/3/2024 9:08,"0,718333333",Unknown,1.0,SD0127280,,1.0,C00015544,0,718333333
19307,27558,SUB000282,subapplication,Server Based Application,WBS000295,IM0027830,Closed,4,4,4.0,0.823258967,incident,KM0001508,closed,4.0,14-01-2024 10:07,,27-03-2024 10:34,27-03-2024 10:34,"5,80,86,11,111",Other,1.0,SD0083927,,1.0,C00011501,0,293
19367,35234,SUB000253,subapplication,Server Based Application,WBS000162,IM0035541,Closed,3,3,3.0,0.731317599,incident,KM0001463,closed,0.0,10/2/2024 13:35,,11/2/2024 9:22,11/2/2024 9:23,"6,28,91,66,667",Other,1.0,SD0108018,,1.0,C00014122,0,858
19368,28596,SUB000253,subapplication,Server Based Application,WBS000162,IM0028872,Closed,4,4,4.0,0.224127062,incident,KM0000553,closed,2.0,17-01-2024 11:40,,27-03-2024 10:12,27-03-2024 10:12,"5,13,02,61,111",Other,1.0,SD0087462,,1.0,C00012038,0,192
20425,17579,SBA000607,application,Server Based Application,WBS000263,IM0017796,Closed,5,5,5.0,0.313992874,incident,KM0001106,closed,15.0,28-11-2023 14:45,,14-01-2024 15:13,14-01-2024 15:13,"3,15,46,91,667",Other,1.0,SD0051101,4.0,1.0,C00009722,0,822
20454,22241,SBA000607,application,Server Based Application,WBS000263,IM0022481,Closed,4,4,4.0,0.380198894,incident,KM0000592,closed,4.0,18-12-2023 10:05,,23-12-2023 08:36,23-12-2023 08:36,"3,00,28,88,889",Other,1.0,SD0066778,,1.0,C00009722,0,1008
20503,17423,SBA000607,application,Server Based Application,WBS000263,IM0017639,Closed,5,5,5.0,0.222167921,incident,KM0001106,closed,27.0,28-11-2023 11:48,21-12-2023 16:40,23-12-2023 10:40,23-12-2023 10:41,"1,77,37,91,667",Other,2.0,#MULTIVALUE,,1.0,C00009722,0,873
21006,24496,SBA000322,application,Server Based Application,WBS000255,IM0024754,Closed,5,5,5.0,0.957718354,incident,KM0000325,closed,1.0,31-12-2023 10:39,,2/1/2024 13:45,2/1/2024 13:45,"1,36,01,11,111",Software,1.0,SD0073877,,1.0,C00010785,0,160
21130,21851,SBA000310,application,Server Based Application,WBS000151,IM0022088,Closed,5,5,5.0,0.953714373,request for information,KM0000305,closed,2.0,16-12-2023 16:00,,17-12-2023 09:47,17-12-2023 09:48,"4,29,97,22,222",Software,1.0,SD0065303,,1.0,C00009444,0,374
21131,43147,SBA000307,application,Server Based Application,WBS000332,IM0043520,Closed,4,4,4.0,0.979789309,incident,KM0002232,closed,1.0,13-03-2024 15:02,,17-03-2024 07:47,17-03-2024 07:47,"1,37,49,72,222",Software,1.0,SD0133730,,1.0,C00017161,0,381
21227,28754,SBA000311,application,Server Based Application,WBS000054,IM0029030,Closed,5,5,5.0,0.555036285,request for information,KM0002192,closed,8.0,17-01-2024 16:13,20-01-2024 14:59,23-01-2024 13:08,23-01-2024 13:09,"3,88,18,33,333",Other,2.0,#MULTIVALUE,,1.0,C00012048,0,475
21395,37753,SBA000607,application,Server Based Application,WBS000263,IM0038069,Closed,4,4,4.0,0.462768003,incident,KM0002305,closed,4.0,19-02-2024 12:37,,,20-02-2024 09:59,"7,86,41,66,667",Hardware,1.0,SD0116066,,1.0,C00015091,0,867
21858,19729,SBA000607,application,Server Based Application,WBS000263,IM0019957,Closed,4,4,4.0,0.216982359,incident,KM0000592,closed,24.0,9/12/2023 10:56,,30-12-2023 08:15,30-12-2023 08:15,"1,09,17,72,222",Other,1.0,SD0058675,,1.0,C00009722,0,321
21971,14935,SBA000607,application,Server Based Application,WBS000263,IM0015137,Closed,4,4,4.0,0.483234027,incident,KM0001106,closed,17.0,19-11-2023 16:28,,27-12-2023 13:56,27-12-2023 13:57,"2,70,48,08,333",Other,1.0,SD0042954,1.0,1.0,C00009722,0,461
22014,10585,SBA000462,application,Server Based Application,WBS000073,IM0010755,Closed,4,4,4.0,0.095294097,incident,KM0001363,closed,0.0,5/11/2023 8:48,,5/11/2023 16:10,5/11/2023 16:10,"7,36,66,66,667",Software,1.0,SD0029871,,1.0,C00003013,0,842
22019,10296,SBA000462,application,Server Based Application,WBS000073,IM0010466,Closed,4,4,4.0,0.412938099,incident,KM0001455,closed,0.0,4/11/2023 12:13,,5/11/2023 15:29,5/11/2023 15:29,"1,37,63,88,889",Software,1.0,SD0029196,,1.0,C00003013,0,1078
22031,10538,SBA000462,application,Server Based Application,WBS000073,IM0010708,Closed,4,4,4.0,0.40679593,incident,KM0001455,closed,0.0,5/11/2023 9:29,,5/11/2023 16:03,5/11/2023 16:03,"6,56,80,55,556",Software,1.0,SD0030107,,1.0,C00003013,0,753
22032,10573,SBA000462,application,Server Based Application,WBS000073,IM0010743,Closed,4,4,4.0,0.068875262,incident,KM0001455,closed,0.0,5/11/2023 9:49,,5/11/2023 16:08,5/11/2023 16:08,"6,30,58,33,333",Software,1.0,SD0029957,,1.0,C00003013,0,460
22133,10253,SBA000462,application,Server Based Application,WBS000073,IM0010423,Closed,4,4,4.0,0.162657965,incident,KM0001455,closed,0.0,4/11/2023 11:30,,5/11/2023 15:24,5/11/2023 15:24,"1,43,89,44,444",Software,1.0,SD0029122,,1.0,C00003013,0,621
22139,10247,SBA000462,application,Server Based Application,WBS000073,IM0010417,Closed,4,4,4.0,0.785965354,incident,KM0001455,closed,0.0,4/11/2023 11:09,,5/11/2023 15:20,5/11/2023 15:20,"1,46,875",Software,1.0,SD0028865,,1.0,C00003013,0,922
22176,10582,SBA000462,application,Server Based Application,WBS000073,IM0010752,Closed,4,4,4.0,0.028021742,incident,KM0001363,closed,0.0,5/11/2023 8:33,,5/11/2023 8:58,5/11/2023 8:58,"0,423333333",Software,1.0,SD0029859,,1.0,C00003013,0,423333333
22193,36630,SBA000462,application,Server Based Application,WBS000073,IM0036942,Closed,4,4,4.0,0.088744531,incident,KM0001865,closed,0.0,14-02-2024 11:32,,14-02-2024 16:52,14-02-2024 16:52,"5,33,38,88,889",Other,13.0,#MULTIVALUE,,1.0,C00014661,0,1053
22205,11119,SBA000462,application,Server Based Application,WBS000073,IM0011295,Closed,4,4,4.0,0.628274656,incident,KM0001778,closed,1.0,6/11/2023 9:59,,6/11/2023 10:07,6/11/2023 10:07,"0,136666667",Hardware,1.0,SD0031383,,1.0,C00003013,0,136666667
22214,10858,SBA000462,application,Server Based Application,WBS000073,IM0011029,Closed,4,4,4.0,0.163888899,incident,KM0001364,closed,0.0,5/11/2023 14:48,,5/11/2023 16:13,5/11/2023 16:13,"1,40,83,33,333",Software,1.0,SD0030822,,1.0,C00003013,0,490
22761,21392,SBA000607,application,Server Based Application,WBS000263,IM0021627,Closed,4,4,4.0,0.629469328,incident,KM0001106,closed,9.0,13-12-2023 15:28,,27-12-2023 14:10,27-12-2023 14:14,"8,27,55,55,556",Other,1.0,SD0063780,,1.0,C00009722,0,701
22823,21214,SBA000607,application,Server Based Application,WBS000263,IM0021447,Closed,4,4,4.0,0.173662935,incident,KM0001106,closed,13.0,13-12-2023 10:28,20-01-2024 14:39,21-01-2024 09:03,21-01-2024 09:03,"2,50,41,05,556",Other,1.0,SD0063244,,1.0,C00009722,0,654
23503,33330,SBA000782,application,Server Based Application,WBS000043,IM0033628,Closed,4,4,4.0,0.901630829,incident,KM0000220,closed,0.0,3/2/2024 16:02,,5/2/2024 11:43,5/2/2024 11:43,"0,2275",Other,1.0,SD0102078,,1.0,C00013595,0,2275
23560,7441,SBA000782,application,Server Based Application,WBS000043,IM0007598,Closed,3,3,3.0,0.302100899,incident,KM0001763,closed,1.0,23-10-2023 10:45,,14-01-2024 10:44,14-01-2024 10:44,"1,57,97,22,222",Other,1.0,SD0019945,,1.0,C00007202,0,399
24159,28471,SBA000813,application,Server Based Application,WBS000250,IM0028746,Closed,3,3,3.0,0.019269038,incident,KM0000951,closed,0.0,16-01-2024 13:30,,17-01-2024 14:17,17-01-2024 14:17,"7,66,11,11,111",Software,1.0,SD0086510,,1.0,C00010941,0,206
24553,21951,SBA000442,application,Server Based Application,WBS000309,IM0022190,Closed,5,5,5.0,0.522606015,request for information,KM0001293,closed,3.0,17-12-2023 12:11,,2/1/2024 13:44,2/1/2024 13:45,"9,60,71,94,444",User error,1.0,SD0065813,,1.0,C00010116,0,678
24854,39293,SBA000458,application,Server Based Application,WBS000073,IM0039620,Closed,4,4,4.0,0.558364978,incident,KM0001539,closed,2.0,25-02-2024 16:52,,26-02-2024 08:13,26-02-2024 08:13,"1,84,30,55,556",Software,1.0,SD0120882,,1.0,C00015609,0,726
25170,547,SBA000782,application,Server Based Application,WBS000043,IM0000635,Closed,5,5,5.0,0.614332204,incident,KM0001763,closed,0.0,23-09-2023 10:30,,1/10/2023 12:21,1/10/2023 12:21,"41,925",Other,1.0,SD0000850,,1.0,C00001452,0,966
25239,21594,SBA000759,application,Server Based Application,WBS000296,IM0021829,Closed,4,4,4.0,0.224890812,request for information,KM0001031,closed,2.0,16-12-2023 11:04,,23-12-2023 09:42,23-12-2023 09:42,"5,11,28,88,889",Software,1.0,SD0064556,,1.0,C00009692,0,1021
25293,35446,SBA000782,application,Server Based Application,WBS000043,IM0035753,Closed,4,4,4.0,0.660153225,incident,KM0000217,closed,4.0,10/2/2024 16:53,,26-02-2024 08:33,26-02-2024 08:34,"11,76,675",Software,1.0,SD0108443,,2.0,#MULTIVALUE,0,762
25617,8348,SBA000847,application,Server Based Application,WBS000199,IM0008510,Closed,3,3,3.0,0.352241964,incident,KM0000940,closed,1.0,28-10-2023 10:32,,28-10-2023 14:29,28-10-2023 14:30,"39,675",No error - works as designed,1.0,SD0023105,,1.0,C00002389,0,714
25833,34995,SBA000709,application,Server Based Application,WBS000002,IM0035300,Closed,4,4,4.0,0.72792262,incident,KM0000687,closed,5.0,10/2/2024 6:44,,4/3/2024 10:54,4/3/2024 10:54,"8,97,58,61,111",Software,1.0,SD0107269,,1.0,C00015047,0,335
25871,159,SBA000713,application,Server Based Application,WBS000136,IM0000212,Closed,4,4,4.0,0.02980429,incident,KM0000970,closed,3.0,15-07-2023 14:39,,6/1/2024 14:48,6/1/2024 14:48,"3,58,63,88,889",Software,2.0,#MULTIVALUE,,1.0,C00000577,0,1101
25911,19724,SBA000729,application,Server Based Application,WBS000101,IM0019952,Closed,3,3,3.0,0.412998047,incident,KM0001050,closed,0.0,9/12/2023 10:34,,10/12/2023 10:43,10/12/2023 10:44,"10,655",Operator error,1.0,SD0058664,,1.0,C00008750,0,665
25912,19716,SBA000729,application,Server Based Application,WBS000101,IM0019944,Closed,3,3,3.0,0.718712609,incident,KM0001050,closed,4.0,9/12/2023 9:14,,10/12/2023 10:30,10/12/2023 10:30,"1,17,69,72,222",Software,1.0,SD0058375,,1.0,C00008750,0,381
25921,28049,SBA000711,application,Server Based Application,WBS000115,IM0028323,Closed,4,4,4.0,0.800611087,incident,KM0000891,closed,0.0,15-01-2024 10:43,,12/3/2024 11:48,12/3/2024 12:24,"2,33,00,02,778",Software,1.0,SD0085207,1.0,1.0,C00014075,0,815
25933,139,SBA000711,application,Server Based Application,WBS000115,IM0000190,Closed,4,4,4.0,0.575065711,incident,KM0000891,closed,10.0,9/7/2023 12:04,,8/10/2023 8:40,8/10/2023 8:40,"6,79,10,83,333",Software,1.0,SD0000220,,1.0,C00002486,0,511
25949,39932,SBA000624,application,Server Based Application,WBS000256,IM0040267,Closed,5,5,5.0,0.869196433,incident,KM0001379,closed,10.0,27-02-2024 15:18,,14-03-2024 08:52,14-03-2024 08:56,"1,09,13,02,778",Other,1.0,SD0122897,,1.0,C00017230,0,803
25957,15690,SBA000621,application,Server Based Application,WBS000295,IM0015902,Closed,2,2,2.0,0.253896042,incident,KM0001536,closed,1.0,21-11-2023 21:52,,21-11-2023 23:06,21-11-2023 23:06,"0,913888889",Other,1.0,SD0045386,,1.0,C00004679,0,913888889
25963,2803,SBA000626,application,Server Based Application,WBS000255,IM0002920,Closed,3,3,3.0,0.054032394,incident,KM0000588,closed,0.0,7/10/2023 8:08,,7/10/2023 10:39,7/10/2023 10:40,"2,52,22,22,222",Other,1.0,SD0006316,,1.0,C00000527,0,320
25987,19274,SBA000626,application,Server Based Application,WBS000255,IM0019499,Closed,5,5,5.0,0.860673503,incident,KM0000588,closed,0.0,5/12/2023 14:12,,6/12/2023 9:16,6/12/2023 9:16,"5,57,05,55,556",No error - works as designed,1.0,SD0056842,,1.0,C00008467,0,678
26043,9837,SBA000626,application,Server Based Application,WBS000255,IM0010002,Closed,4,4,4.0,0.892067413,incident,KM0000588,closed,0.0,1/11/2023 9:59,,4/11/2023 11:27,4/11/2023 11:27,"2,41,63,88,889",Other,1.0,SD0027565,,1.0,C00005110,0,1083
26051,19711,SBA000626,application,Server Based Application,WBS000255,IM0019939,Closed,4,4,4.0,0.934500019,incident,KM0000588,closed,0.0,9/12/2023 8:07,,10/12/2023 10:48,10/12/2023 10:48,"1,31,80,27,778",Software,1.0,SD0058352,,1.0,C00008750,0,917
26097,8154,SBA000626,application,Server Based Application,WBS000255,IM0008314,Closed,3,3,3.0,0.819563638,incident,KM0000588,closed,0.0,25-10-2023 13:23,,25-10-2023 15:14,25-10-2023 15:14,"1,86,63,88,889",Software,1.0,SD0022214,,1.0,C00001215,0,1127
26192,11942,SBA000626,application,Server Based Application,WBS000255,IM0012126,Closed,5,5,5.0,0.786457476,incident,KM0000588,closed,0.0,8/11/2023 13:19,,11/11/2023 12:56,11/11/2023 12:57,"1,01,22,22,222",Software,1.0,SD0034150,,1.0,C00005847,0,268
26201,44813,SBA000626,application,Server Based Application,WBS000255,IM0045223,Closed,4,4,4.0,0.981109732,incident,KM0000588,closed,0.0,21-03-2024 14:56,,26-03-2024 14:49,26-03-2024 14:49,"1,10,80,55,556",Software,1.0,SD0139997,,1.0,C00018294,0,702
26208,20117,SBA000626,application,Server Based Application,WBS000255,IM0020347,Closed,3,3,3.0,0.015612119,incident,KM0000588,closed,0.0,10/12/2023 8:49,,10/12/2023 10:32,10/12/2023 10:32,"1,72,16,66,667",Software,1.0,SD0059612,,1.0,C00008750,0,822
26209,36526,SBA000626,application,Server Based Application,WBS000255,IM0036837,Closed,3,3,3.0,0.552977315,incident,KM0000588,closed,2.0,14-02-2024 12:52,17-02-2024 10:51,18-02-2024 10:37,18-02-2024 10:38,"1,11,46,38,889",Unknown,2.0,#MULTIVALUE,,1.0,C00014876,0,985
26244,20065,SBA000626,application,Server Based Application,WBS000255,IM0020294,Closed,3,3,3.0,0.858277533,incident,KM0000588,closed,2.0,10/12/2023 8:34,,10/12/2023 14:03,10/12/2023 14:03,"5,47,86,11,111",Software,1.0,SD0059437,,1.0,C00008750,0,260
26351,22581,SBA000686,application,Server Based Application,WBS000239,IM0022823,Closed,3,3,3.0,0.439415971,request for information,KM0000651,closed,11.0,18-12-2023 16:26,,24-12-2023 13:15,24-12-2023 13:16,"3,06,57,77,778",Software,1.0,SD0067650,,1.0,C00009712,0,921
26467,21822,SBA000689,application,Server Based Application,WBS000228,IM0022059,Closed,5,5,5.0,0.324160545,request for information,KM0000656,closed,0.0,16-12-2023 15:29,,16-12-2023 15:42,16-12-2023 15:42,"0,2175",No error - works as designed,1.0,SD0065270,,1.0,C00009397,0,2175
26579,20084,SBA000689,application,Server Based Application,WBS000228,IM0020314,Closed,5,5,5.0,0.809672545,request for information,KM0000656,closed,0.0,10/12/2023 7:57,,11/12/2023 10:52,11/12/2023 10:54,"1,34,44,44,444",No error - works as designed,1.0,SD0059507,,1.0,C00008748,0,567
26737,21828,SBA000665,application,Server Based Application,WBS000122,IM0022065,Closed,5,5,5.0,0.973257299,incident,KM0000602,closed,3.0,16-12-2023 16:17,,19-12-2023 10:56,19-12-2023 10:56,"2,61,63,88,889",Software,1.0,SD0065281,,1.0,C00009567,0,1103
26746,8927,SBA000679,application,Server Based Application,WBS000284,IM0009091,Closed,4,4,4.0,0.121868247,incident,KM0000631,closed,0.0,29-10-2023 16:15,,6/11/2023 11:10,6/11/2023 11:10,"5,79,225",Software,1.0,SD0024886,1.0,1.0,C00004490,0,309
26748,5848,SBA000679,application,Server Based Application,WBS000284,IM0005993,Closed,4,4,4.0,0.85308412,incident,KM0000631,closed,0.0,16-10-2023 15:20,,14-11-2023 10:36,14-11-2023 10:36,"2,08,25,88,889",Other,1.0,SD0015194,1.0,1.0,C00003404,0,1012
26752,5679,SBA000679,application,Server Based Application,WBS000284,IM0005821,Closed,4,4,4.0,0.531030962,incident,KM0000631,closed,0.0,15-10-2023 16:14,,13-12-2023 15:34,13-12-2023 15:34,"4,19,33,38,889",Other,1.0,SD0014382,1.0,1.0,C00003404,0,983
26753,615,SBA000679,application,Server Based Application,WBS000284,IM0000705,Closed,4,4,4.0,0.18771839,incident,KM0000631,closed,0.0,24-09-2023 13:57,,6/11/2023 11:11,6/11/2023 11:11,"5,45,65,27,778",Software,1.0,SD0000947,2.0,1.0,C00004490,0,920
26784,36461,SBA000671,application,Server Based Application,WBS000100,IM0036772,Closed,4,4,4.0,0.467449212,incident,KM0000628,closed,0.0,14-02-2024 09:15,,24-03-2024 08:02,24-03-2024 08:02,"2,22,88,88,889",Operator error,1.0,SD0112146,5.0,1.0,C00015040,0,1089
26793,31251,SBA000671,application,Server Based Application,WBS000100,IM0031539,Closed,3,3,3.0,0.013437594,incident,KM0000628,closed,2.0,27-01-2024 15:43,,27-01-2024 16:50,27-01-2024 16:50,"1,10,69,44,444",Other,1.0,SD0095683,,1.0,C00011170,0,568
26799,2846,SBA000671,application,Server Based Application,WBS000100,IM0002963,Closed,3,3,3.0,0.196645699,incident,KM0000629,closed,0.0,7/10/2023 8:00,,7/10/2023 10:40,7/10/2023 10:41,"2,66,88,88,889",Other,1.0,SD0006419,,1.0,C00000527,0,1133
27732,35871,SBA000626,application,Server Based Application,WBS000255,IM0036181,Closed,4,4,4.0,0.29541656,incident,KM0000588,closed,0.0,12/2/2024 9:08,,14-02-2024 09:58,14-02-2024 09:58,"5,39,38,88,889",Software,1.0,SD0109970,,1.0,C00014707,0,1059
27908,5582,SBA000630,application,Server Based Application,WBS000070,IM0005723,Closed,5,5,5.0,0.971749226,incident,KM0000895,closed,10.0,15-10-2023 14:35,,9/12/2023 8:45,9/12/2023 8:45,"4,30,54,16,667",Other,1.0,SD0014111,1.0,1.0,C00006745,0,771
28500,1746,SBA000458,application,Server Based Application,WBS000073,IM0001854,Closed,4,4,4.0,0.457867945,incident,KM0001539,closed,1.0,2/10/2023 12:33,,4/10/2023 8:53,4/10/2023 8:53,"1,73,36,38,889",Software,1.0,SD0003330,,1.0,C00002268,0,1037
28696,1820,SBA000458,application,Server Based Application,WBS000073,IM0001929,Closed,4,4,4.0,0.213205774,incident,KM0001539,closed,1.0,2/10/2023 12:54,,4/10/2023 8:56,4/10/2023 8:56,"1,70,39,16,667",Software,1.0,SD0003559,,1.0,C00002268,0,793
28837,4299,SBA000433,application,Server Based Application,WBS000304,IM0004425,Closed,3,3,3.0,0.705868921,request for information,KM0000534,closed,2.0,10/10/2023 15:10,,14-10-2023 16:11,14-10-2023 16:12,"2,20,21,94,444",Software,1.0,SD0010849,,1.0,C00003123,0,581
28873,13846,SBA000439,application,Server Based Application,WBS000219,IM0014043,Closed,2,2,2.0,0.701986024,incident,KM0002083,closed,0.0,15-11-2023 14:11,,,15-11-2023 14:47,"0,613888889",Software,1.0,SD0039965,2.0,1.0,C00005713,0,613888889
30253,32406,SBA000459,application,Server Based Application,WBS000073,IM0032700,Closed,3,3,3.0,0.614977263,incident,KM0002298,closed,0.0,30-01-2024 14:27,,31-01-2024 11:41,31-01-2024 11:41,"7,74,22,22,222",Software,10.0,#MULTIVALUE,,1.0,C00013104,0,347
30282,19520,SBA000284,application,Server Based Application,WBS000077,IM0019747,Closed,4,4,4.0,0.800715043,incident,KM0000232,closed,0.0,6/12/2023 12:34,,6/12/2023 14:14,6/12/2023 14:14,"1,66,02,77,778",Other,1.0,SD0057649,,1.0,C00007747,0,924
